address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
605-1211 Melville Street,1899000,https://www.rew.ca/properties/R2229260/605-1211-melville-street-vancouver-bc,Coal Harbour ,3,3,1368,Apt/Condo,Built in 2008 (10 yrs old),"$2,897",$657,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2229260,,Rennie & Associates Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Elevator, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage, Swirlpool/Hot Tub"
1901-1328 W Pender Street,999000,https://www.rew.ca/properties/R2225169/1901-1328-w-pender-street-vancouver-bc,Coal Harbour ,2,2,860,Apt/Condo,Built in 2003 (15 yrs old),"$2,133",$0,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2225169,,Century 21 In Town Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Intercom","Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Sauna/Steam Room, Swirlpool/Hot Tub"
2328 W 18th Avenue,4880000,https://www.rew.ca/properties/R2192771/2328-w-18th-avenue-vancouver-bc,Arbutus ,6,5,3664,House,Built in 1993 (25 yrs old),"$11,893",,Vancouver West,Arbutus,House,Freehold NonStrata,R2192771,,Angell Hasman & Assoc.Rlty.Ltd,ClthWsh/Dryr/Frdg/Stve/DW,
2128 W 22nd Avenue,6988000,https://www.rew.ca/properties/R2205026/2128-w-22nd-avenue-vancouver-bc,Arbutus ,5,7,4141,House,Built in 2017 (1 yrs old),"$10,426",,Vancouver West,Arbutus,House,Freehold NonStrata,R2205026,,RE/MAX Select Properties,"Air Conditioning, Clothes Dryer, Clothes Washer, Dishwasher, Microwave, Oven-Built In, Refrigerator, Security System, Stove, Vacuum Blt. In",
2796 W 21st Avenue,2999000,https://www.rew.ca/properties/R2189165/2796-w-21st-avenue-vancouver-bc,Arbutus ,3,2,1983,House,Built in 1940 (78 yrs old),"$8,044",,Vancouver West,Arbutus,House,Freehold NonStrata,R2189165,,Macdonald Realty,ClthWsh/Dryr/Frdg/Stve/DW,"Garden, In Suite Laundry"
2346 W 18th Avenue,3988800,https://www.rew.ca/properties/R2205841/2346-w-18th-avenue-vancouver-bc,Arbutus ,3,2,2046,House,Built in 1942 (76 yrs old),"$10,699",,Vancouver West,Arbutus,House,Freehold NonStrata,R2205841,,RE/MAX Sabre Realty Group,"Clothes Washer/Dryer, Refrigerator, Stove",
3231 Vine Street,3680000,https://www.rew.ca/properties/R2201572/3231-vine-street-vancouver-bc,Arbutus ,4,4,3038,House,Built in 1989 (29 yrs old),"$9,981",,Vancouver West,Arbutus,House,Freehold NonStrata,R2201572,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher",
1201-1680 Bayshore Drive,1388900,https://www.rew.ca/properties/R2210200/1201-1680-bayshore-drive-vancouver-bc,Coal Harbour ,2,2,1026,Apt/Condo,Built in 2002 (16 yrs old),"$3,237",$679,Vancouver West,Coal Harbour,Apt/Condo,Freehold Strata,R2210200,,Virani Real Estate Advisors,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW","Air Cond./Central, Bike Room, Exercise Centre, In Suite Laundry, Sauna/Steam Room, Storage"
2480 W 19th Avenue,5350000,https://www.rew.ca/properties/R2204469/2480-w-19th-avenue-vancouver-bc,Arbutus ,6,5,3660,House,Built in 2009 (9 yrs old),"$13,969",,Vancouver West,Arbutus,House,Freehold NonStrata,R2204469,,Amex Sunrich Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Microwave, Pantry, Security System, Sprinkler - Inground",
2335 W 18th Avenue,7380000,https://www.rew.ca/properties/R2209382/2335-w-18th-avenue-vancouver-bc,Arbutus ,5,7,4700,House,Built in 2017 (1 yrs old),"$11,810",,Vancouver West,Arbutus,House,Freehold NonStrata,R2209382,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Microwave, Oven-Built In, Security System, Vacuum Blt. In",
2713 W 23rd Avenue,3380000,https://www.rew.ca/properties/R2211548/2713-w-23rd-avenue-vancouver-bc,Arbutus ,5,5,2411,House,Built in 1995 (23 yrs old),"$9,005",,Vancouver West,Arbutus,House,Freehold NonStrata,R2211548,,Regent Park Realty Inc.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Refrigerator, Security System, Smoke Alarm",
2737 W 23rd Avenue,3390000,https://www.rew.ca/properties/R2210000/2737-w-23rd-avenue-vancouver-bc,Arbutus ,4,4,3030,House,Built in 2007 (11 yrs old),"$9,457",,Vancouver West,Arbutus,House,Freehold NonStrata,R2210000,,Sutton Centre Realty,,
3788 Carnarvon Street,4680000,https://www.rew.ca/properties/R2211817/3788-carnarvon-street-vancouver-bc,Arbutus ,4,6,3281,House,Built in 1998 (20 yrs old),"$11,433",,Vancouver West,Arbutus,House,Freehold NonStrata,R2211817,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Garage Door Opener, Hot Tub Spa/Swirlpool, Jetted Bathtub, Vaulted Ceiling",
4319 Puget Drive,3490000,https://www.rew.ca/properties/R2212355/4319-puget-drive-vancouver-bc,Arbutus ,3,4,3140,House,Built in 1981 (37 yrs old),"$9,466",,Vancouver West,Arbutus,House,Freehold NonStrata,R2212355,,Interlink Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Microwave, Security System",
3833 Puget Drive,5388000,https://www.rew.ca/properties/R2216349/3833-puget-drive-vancouver-bc,Arbutus ,4,4,3620,House,Built in 1991 (27 yrs old),"$13,282",,Vancouver West,Arbutus,House,Freehold NonStrata,R2216349,,Maxcel Westcoast Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",
2316 W 21st Avenue,3880000,https://www.rew.ca/properties/R2225210/2316-w-21st-avenue-vancouver-bc,Arbutus ,5,1,2310,House,Built in 1944 (74 yrs old),"$9,484",,Vancouver West,Arbutus,House,Freehold NonStrata,R2225210,,RE/MAX Select Properties,"Clothes Washer/Dryer, Refrigerator, Stove",
2922 W 21st Avenue,3650000,https://www.rew.ca/properties/R2223048/2922-w-21st-avenue-vancouver-bc,Arbutus ,5,5,2691,House,Built in 2000 (18 yrs old),"$10,066",,Vancouver West,Arbutus,House,Freehold NonStrata,R2223048,,Royal Pacific Realty Corp.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Security System, Vacuum Blt. In",
407-523 W King Edward Avenue,629000,https://www.rew.ca/properties/R2224386/407-523-w-king-edward-avenue-vancouver-bc,Cambie ,1,1,508,Apt/Condo,Built in 2018 (0 yrs old),$0,$213,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2224386,,New Coast Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW","Air Cond./Central, Bike Room, Elevator, In Suite Laundry"
2894 W 24th Avenue,2488000,https://www.rew.ca/properties/R2218903/2894-w-24th-avenue-vancouver-bc,Arbutus ,4,2,1718,House,Built in 1942 (76 yrs old),"$7,650",,Vancouver West,Arbutus,House,Freehold NonStrata,R2218903,,RE/MAX Crest Realty,"Dishwasher, Refrigerator, Stove","Garden, Storage"
102-3530 Cambie Street,429900,https://www.rew.ca/properties/R2226254/102-3530-cambie-street-vancouver-bc,Cambie ,2,1,924,Apt/Condo,Built in 1949 (69 yrs old),$935,$324,Vancouver West,Cambie,Apt/Condo,Shares in Co-operative,R2226254,,Sutton Grp West Coast (W.Blvd),"Drapes/Window Coverings, Refrigerator, Stove",Shared Laundry
107-5688 Willow Street,1880000,https://www.rew.ca/properties/R2225869/107-5688-willow-street-vancouver-bc,Cambie ,2,2,1595,Apt/Condo,Built in 2017 (1 yrs old),,$479,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2225869,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Intercom","Club House, Elevator, Garden"
2376 W 22nd Avenue,4568000,https://www.rew.ca/properties/R2226795/2376-w-22nd-avenue-vancouver-bc,Arbutus ,7,6,3731,House,Built in 2002 (16 yrs old),"$13,325",,Vancouver West,Arbutus,House,Freehold NonStrata,R2226795,,Regent Park Realty Inc.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire",
3906 Quesnel Drive,4058000,https://www.rew.ca/properties/R2229080/3906-quesnel-drive-vancouver-bc,Arbutus ,5,4,2627,House,Built in 1934 (84 yrs old),"$11,214",,Vancouver West,Arbutus,House,Freehold NonStrata,R2229080,,Regent Park Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,
403-655 W 41st Avenue,769000,https://www.rew.ca/properties/R2226982/403-655-w-41st-avenue-vancouver-bc,Cambie ,1,1,640,Apt/Condo,Built in 2017 (1 yrs old),$0,$200,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2226982,,New Coast Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Intercom, Microwave, Smoke Alarm, Sprinkler - Fire","Air Cond./Central, Bike Room, Elevator, In Suite Laundry, Wheelchair Access"
302-4083 Cambie Street,949000,https://www.rew.ca/properties/R2226831/302-4083-cambie-street-vancouver-bc,Cambie ,2,2,904,Apt/Condo,Built in 2017 (1 yrs old),$0,$334,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2226831,,Multiple Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave","Air Cond./Central, Bike Room, Club House, Exercise Centre, In Suite Laundry, Playground"
203-838 W 16th Avenue,858800,https://www.rew.ca/properties/R2229352/203-838-w-16th-avenue-vancouver-bc,Cambie ,2,2,961,Apt/Condo,Built in 1992 (26 yrs old),"$1,939",$421,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2229352,,Sutton Grp West Coast Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",Bike Room
307-4083 Cambie Street,988000,https://www.rew.ca/properties/R2228696/307-cambie-street-vancouver-bc,Cambie ,2,2,884,Apt/Condo,Built in 2017 (1 yrs old),,$330,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2228696,,RE/MAX Masters Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave","Air Cond./Central, Bike Room, Club House, Exercise Centre, In Suite Laundry, Playground"
711-4083 Cambie Street,999900,https://www.rew.ca/properties/R2228697/711-cambie-street-vancouver-bc,Cambie ,2,2,941,Apt/Condo,Built in 2017 (1 yrs old),,$357,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2228697,,RE/MAX Masters Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave","Air Cond./Central, Bike Room, Club House, Exercise Centre, In Suite Laundry, Playground"
975 W 23rd Avenue,3728000,https://www.rew.ca/properties/R2229392/975-w-23rd-avenue-vancouver-bc,Cambie ,6,6,3100,House,Built in 2017 (1 yrs old),"$7,890",,Vancouver West,Cambie,House,Freehold NonStrata,R2229392,,Royal Pacific Realty Corp.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW",
306-4083 Cambie Street,918000,https://www.rew.ca/properties/R2228695/306-cambie-street-vancouver-bc,Cambie ,2,2,805,Apt/Condo,Built in 2017 (1 yrs old),,$298,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2228695,,RE/MAX Masters Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave","Air Cond./Central, Bike Room, Club House, Exercise Centre, In Suite Laundry, Playground"
809 W 23rd Avenue,7200000,https://www.rew.ca/properties/R2228559/809-w-23rd-avenue-vancouver-bc,Cambie ,0,3,4250,Other,Built in 1927 (91 yrs old),"$12,874",,Vancouver West,Cambie,Other,Freehold NonStrata,R2228559,,Sutton Grp West Coast (W.Blvd),,
106-5115 Cambie Street,998000,https://www.rew.ca/properties/R2224657/106-5115-cambie-street-vancouver-bc,Cambie ,1,1,689,Apt/Condo,Built in 2017 (1 yrs old),,$248,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2224657,,RE/MAX Crest Realty,,"Elevator, Garden, In Suite Laundry, Playground"
972 W 16th Avenue,615000,https://www.rew.ca/properties/R2228772/972-w-16th-avenue-vancouver-bc,Cambie ,2,1,706,Townhouse,Built in 1997 (21 yrs old),"$1,221",$323,Vancouver West,Cambie,Townhouse,Freehold Strata,R2228772,,RE/MAX Crest Realty Westside,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Microwave, Security System, Smoke Alarm, Sprinkler - Fire","Bike Room, In Suite Laundry"
3285 Ontario Street,2888000,https://www.rew.ca/properties/R2223823/3285-ontario-street-vancouver-bc,Cambie ,6,5,2003,Duplex,Built in 1981 (37 yrs old),"$5,683",$0,Vancouver West,Cambie,Duplex,Freehold Strata,R2223823,,Maxcel Westcoast Realty Ltd.,"Clothes Washer/Dryer, Dishwasher, Drapes/Window Coverings, Refrigerator, Stove",Shared Laundry
103-592 W 16th Avenue,589000,https://www.rew.ca/properties/R2218173/103-592-w-16th-avenue-vancouver-bc,Cambie ,1,1,625,Apt/Condo,Built in 1988 (30 yrs old),"$1,175",$308,Vancouver West,Cambie,Apt/Condo,Freehold Strata,R2218173,,RE/MAX Austin Kay Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Range Top, Refrigerator","Elevator, In Suite Laundry, Storage, Wheelchair Access"
3240 Clive Avenue,2580000,https://www.rew.ca/properties/R2206887/3240-clive-avenue-vancouver-bc,Collingwood ,0,0,2476,House,Built in 1980 (38 yrs old),"$5,280",,Vancouver East,Collingwood,House,Freehold NonStrata,R2206887,,RE/MAX Westcoast,ClthWsh/Dryr/Frdg/Stve/DW,
3220 Clive Avenue,2580000,https://www.rew.ca/properties/R2206869/3220-clive-avenue-vancouver-bc,Collingwood ,0,0,2225,House,Built in 2003 (15 yrs old),"$5,498",,Vancouver East,Collingwood,House,Freehold NonStrata,R2206869,,RE/MAX Westcoast,"ClthWsh/Dryr/Frdg/Stve/DW, Refrigerator, Stove",
3242 Clive Avenue,2580000,https://www.rew.ca/properties/R2206895/3242-clive-avenue-vancouver-bc,Collingwood ,0,0,2412,House,Built in 1980 (38 yrs old),"$5,293",,Vancouver East,Collingwood,House,Freehold NonStrata,R2206895,,RE/MAX Westcoast,ClthWsh/Dryr/Frdg/Stve/DW,
5487 Dundee Street,1250000,https://www.rew.ca/properties/R2214861/5487-dundee-street-vancouver-bc,Collingwood ,3,3,1309,Duplex,Built in 2017 (1 yrs old),,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,R2214861,,RE/MAX Select Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW",
5525 Rhodes Street,1795000,https://www.rew.ca/properties/R2216296/5525-rhodes-street-vancouver-bc,Collingwood ,5,3,2341,House,Built in 1984 (34 yrs old),"$5,555",,Vancouver East,Collingwood,House,Freehold NonStrata,R2216296,,RE/MAX City Realty,ClthWsh/Dryr/Frdg/Stve/DW,
55 W Woodstock Avenue,2888888,https://www.rew.ca/properties/R2229516/55-w-woodstock-avenue-vancouver-bc,Cambie ,0,3,2531,House,Built in 1996 (22 yrs old),"$7,576",,Vancouver West,Cambie,House,Freehold NonStrata,R2229516,,RE/MAX Crest Realty,Other - See Remarks,
5485 Dundee Street,1250000,https://www.rew.ca/properties/R2214860/5485-dundee-street-vancouver-bc,Collingwood ,3,4,1309,Duplex,Built in 2017 (1 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,R2214860,,RE/MAX Select Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW",
2683 Duke Street,1599000,https://www.rew.ca/properties/R2216444/2683-duke-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$4,440",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2216444,,Macdonald Realty Westmar,,
3316 E 29 Avenue,1399000,https://www.rew.ca/properties/R2216566/3316-e-29-avenue-vancouver-bc,Collingwood ,6,4,1702,House,Built in 2003 (15 yrs old),"$4,808",,Vancouver East,Collingwood,House,Freehold NonStrata,R2216566,,Sutton Premier Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Smoke Alarm, Sprinkler - Fire",
5045 Payne Street,3980000,https://www.rew.ca/properties/R2218184/5045-payne-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$6,420",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2218184,,RE/MAX City Realty,,
2689 Duke Street,1599000,https://www.rew.ca/properties/R2216448/2689-duke-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$4,462",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2216448,,Macdonald Realty Westmar,,
5029 Payne Street,4188000,https://www.rew.ca/properties/R2219586/5029-payne-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$4,884",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2219586,,RE/MAX City Realty,,
5075 Payne Street,3480000,https://www.rew.ca/properties/R2220188/5075-payne-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$4,581",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2220188,,RE/MAX City Realty,,
5023 Payne Street,4188000,https://www.rew.ca/properties/R2220325/5023-payne-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$5,413",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2220325,,RE/MAX City Realty,,
3354 Monmouth Avenue,2250000,https://www.rew.ca/properties/R2220859/3354-monmouth-avenue-vancouver-bc,Collingwood ,10,7,3263,House,Built in 2005 (13 yrs old),"$5,918",,Vancouver East,Collingwood,House,Freehold NonStrata,R2220859,,Sutton Grp West Coast (Van Cam),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
3351 Church Street,1588000,https://www.rew.ca/properties/R2227459/3351-church-street-vancouver-bc,Collingwood ,6,3,1769,House,Built in 1955 (63 yrs old),"$4,636",,Vancouver East,Collingwood,House,Freehold NonStrata,R2227459,,Nu Stream Realty Inc.,ClthWsh/Dryr/Frdg/Stve/DW,
402-5488 Cecil Street,529888,https://www.rew.ca/properties/R2228716/402-5488-cecil-street-vancouver-bc,Collingwood ,1,1,654,Apt/Condo,Built in 2008 (10 yrs old),$986,$296,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,R2228716,,Sutton Grp West Coast (Brdwy),"Clothes Washer/Dryer, Dishwasher","Bike Room, Exercise Centre, In Suite Laundry"
5039 Payne Street,4188000,https://www.rew.ca/properties/R2227649/5039-payne-street-vancouver-bc,Collingwood ,0,0,0,Land/Lot,,"$4,606",,Vancouver East,Collingwood,Land/Lot,Freehold NonStrata,R2227649,,RE/MAX City Realty,,
3252 Clive Avenue,2580000,https://www.rew.ca/properties/R2220994/3252-clive-avenue-vancouver-bc,Collingwood ,0,4,2462,House,Built in 1989 (29 yrs old),"$5,355",,Vancouver East,Collingwood,House,Freehold NonStrata,R2220994,,RE/MAX Westcoast,"ClthWsh/Dryr/Frdg/Stve/DW, Refrigerator, Stove",
5198 Chambers Street,859000,https://www.rew.ca/properties/R2228864/5198-chambers-street-vancouver-bc,Collingwood ,2,2,841,Townhouse,Built in 2017 (1 yrs old),$0,$211,Vancouver East,Collingwood,Townhouse,Freehold Strata,R2228864,,Nu Stream Realty Inc.,,In Suite Laundry
401-138 E Hastings Street,549000,https://www.rew.ca/properties/R2225191/401-138-e-hastings-street-vancouver-bc,Downtown East ,1,1,681,Apt/Condo,Built in 2015 (3 yrs old),"$1,157",$168,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2225191,,Sutton Grp West Coast (Brdwy),"Clothes Washer/Dryer, Drapes/Window Coverings, Microwave, Refrigerator, Stove","Bike Room, Elevator, Garden"
206-55 Alexander Street,849000,https://www.rew.ca/properties/R2222169/206-55-alexander-street-vancouver-bc,Downtown East ,2,2,920,Apt/Condo,Built in 1999 (19 yrs old),"$2,115",$604,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2222169,,Angell Hasman & Assoc.Rlty.Ltd,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert, Garage Door Opener, Smoke Alarm","Bike Room, Elevator, In Suite Laundry"
3210 Clive Avenue,2990000,https://www.rew.ca/properties/R2229322/3210-clive-avenue-vancouver-bc,Collingwood ,0,0,2971,House,Built in 2002 (16 yrs old),"$6,331",,Vancouver East,Collingwood,House,Freehold NonStrata,R2229322,,RE/MAX Westcoast,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Refrigerator, Stove",
1509-188 Keefer Street,935000,https://www.rew.ca/properties/R2227763/1509-188-keefer-street-vancouver-bc,Downtown East ,3,2,850,Apt/Condo,Built in 2016 (2 yrs old),"$1,888",$437,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2227763,,Sutton Grp West Coast (Brdwy),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Smoke Alarm, Sprinkler - Fire","Bike Room, Elevator, Exercise Centre, Garden, In Suite Laundry"
911-188 Keefer Street,599000,https://www.rew.ca/properties/R2228654/911-188-keefer-street-vancouver-bc,Downtown East ,1,1,563,Apt/Condo,Built in 2016 (2 yrs old),"$1,223",$288,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2228654,,Sotheby's Int'l Realty Canada,ClthWsh/Dryr/Frdg/Stve/DW,"Elevator, Exercise Centre, Garden, Recreation Center, Storage"
50-133 Keefer Street,4688000,https://www.rew.ca/properties/R2190612/50-133-keefer-street-vancouver-bc,Downtown East ,2,3,2181,Apt/Condo,Built in 2009 (9 yrs old),$0,"$1,280",Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2190612,,Four Sails Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Vaulted Ceiling","Pool; Outdoor, Swirlpool/Hot Tub"
20-135 Keefer Street,9500000,https://www.rew.ca/properties/R2190601/20-135-keefer-street-vancouver-bc,Downtown East ,4,7,5757,Apt/Condo,Built in 2009 (9 yrs old),$0,"$3,915",Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2190601,,Four Sails Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Vaulted Ceiling","Pool; Outdoor, Swirlpool/Hot Tub"
314-55 E Cordova Street,929000,https://www.rew.ca/properties/R2222651/314-55-e-cordova-street-vancouver-bc,Downtown East ,1,1,1151,Apt/Condo,Built in 2006 (12 yrs old),"$2,212",$347,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,R2222651,,Macdonald Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener","Bike Room, Garden, In Suite Laundry"
